PATERNITY;FIRST_LAST_NAME;PASSENGER_SEX;PASSENGER_BIRTH_DATE;PASSENGER_DOCUMENT;BOOKING_CODE;TICKET_NUMBER;BAGGAGE;DEPARTURE_DATE;DEPARTURE_TIME;FLIGHT_NUMBER;CODE_SHARE;FLIGHT_TO;AGE;FLIGHTS_QUANTITY
EMILEVICH;ALEKSANDR SHCHEGLOV;Male;29.11.1983;6 831 086 553;CUTFWA;3670000000000000;NULL;31.01.2017;12:10;SU4606;Operated;KHABAROVSK;33;7
EMILEVICH;ALEKSANDR SHCHEGLOV;Male;29.11.1983;6 831 086 553;AWMDSZ;7330000000000000;Registered;28.02.2017;10:55;SU5612;Own;MAGADAN;33;7
EMILEVICH;ALEKSANDR SHCHEGLOV;Male;29.11.1983;6 831 086 553;JPLUVE;None;Delayed;12.09.2017;19:10;SU1161;Own;MOSCOW;33;7
E;ALEKSANDR SHCHEGLOV;Male;29.11.1983;6 831 086 553;MHUJSV;None;Registered;03.09.2017;0:10;SU1166;Own;ROSTOV;33;7
E;ALEKSANDR SHCHEGLOV;Male;29.11.1983;6 831 086 553;BAMWGO;7570000000000000;Transit;17.03.2017;15:50;SU5613;Own;KHABAROVSK;33;7
GEORGIEVICH;IAN KOLESOV;Male;07.02.1981;6 323 495 888;FHRSHN;None;Registered;01.04.2017;17:30;SU1186;Own;VOLGOGRAD;36;7
G;IAN KOLESOV;Male;07.02.1981;6 323 495 888;KNQLDC;5210000000000000;Registered;06.01.2017;6:05;SU1397;Own;MOSCOW;35;7
GEORGIEVICH;IAN KOLESOV;Male;07.02.1981;6 323 495 888;YTWHGE;None;Delayed;14.05.2017;9:15;SU1604;Own;SAMARA;36;7
G;IAN KOLESOV;Male;07.02.1981;6 323 495 888;NULL;2210000000000000;Registered;31.05.2017;6:05;SU1217;Own;MOSCOW;36;7
GEORGIEVICH;IAN KOLESOV;Male;07.02.1981;6 323 495 888;NULL;None;Transit;28.02.2017;7:15;SU6172;Own;MOSCOW;36;7
RADMIROVICH;ROMAN KRIUCHKOV;Male;01.05.1984;5 267 707 403;AZQYRS;None;Delayed;10.01.2017;5:30;SU1275;Own;MOSCOW;32;7
R;ROMAN KRIUCHKOV;Male;01.05.1984;5 267 707 403;CANDJX;None;Delayed;14.02.2017;13:20;SU1104;Own;KRASNODAR;32;7
ROBERTOVICH;GLEB KAZANTSEV;Male;17.01.1992;4 403 355 944;NULL;3920000000000000;Delayed;29.04.2017;23:10;SU5641;Own;KHABAROVSK;25;7
R;ROMAN KRIUCHKOV;Male;01.05.1984;5 267 707 403;NULL;5230000000000000;Delayed;03.10.2017;6:55;SU1451;Own;MOSCOW;33;7
I;IGOR GUSHCHIN;Male;30.07.1991;6 646 444 321;NULL;3210000000000000;NULL;08.04.2017;10:30;SU5684;Own;PETROPAVLOVSK;25;7
IVANOVICH;IGOR GUSHCHIN;Male;30.07.1991;6 646 444 321;FTWDNK;None;Transit;05.03.2017;16:35;SU5602;Own;KHABAROVSK;25;7
MIKHAILOVNA;KRISTINA KONDRATEVA;Female;19.08.1978;4 924 432 221;NULL;None;Delayed;26.06.2017;0:30;SU1218;Own;PERM;38;7
MIKHAILOVNA;KRISTINA KONDRATEVA;Female;19.08.1978;4 924 432 221;NULL;447000000000000;Registered;30.08.2017;17:40;SU6287;Own;KHABAROVSK;39;7
MIKHAILOVNA;KRISTINA KONDRATEVA;Female;19.08.1978;4 924 432 221;NULL;None;NULL;18.09.2017;9:00;SU4599;Operated;NOGLIKI;39;7
MIKHAILOVNA;KRISTINA KONDRATEVA;Female;19.08.1978;4 924 432 221;NHUYNI;None;Transit;07.06.2017;21:05;SU1355;Own;MOSCOW;38;7
M;KRISTINA KONDRATEVA;Female;19.08.1978;4 924 432 221;MKTIOS;None;Delayed;05.01.2017;12:25;SU1437;Own;MOSCOW;38;7
MIKHAILOVNA;KRISTINA KONDRATEVA;Female;19.08.1978;4 924 432 221;NULL;None;Delayed;29.05.2017;17:40;SU1354;Own;VORONEZH;38;7
NIKITICHNA;LILIIA FILATOVA;Female;14.07.1972;8 993 079 927;QUSREC;4490000000000000;Delayed;12.04.2017;15:35;SU6283;Own;YUZHNO;44;7
N;LILIIA FILATOVA;Female;14.07.1972;8 993 079 927;NULL;9560000000000000;Registered;27.11.2017;6:00;SU1173;Own;MOSCOW;45;7
N;LILIIA FILATOVA;Female;14.07.1972;8 993 079 927;NULL;5240000000000000;Delayed;02.09.2017;22:10;SU1415;Own;MOSCOW;45;7
S;ALIIA KORNEEVA;Female;04.06.1975;6 008 295 373;EYNWSK;None;NULL;31.05.2017;9:30;SU1134;Own;SOCHI;41;7
S;ALIIA KORNEEVA;Female;04.06.1975;6 008 295 373;NULL;None;Registered;08.03.2017;17:20;SU1521;Own;MOSCOW;41;7
M;KRISTINA KONDRATEVA;Female;19.08.1978;4 924 432 221;PKZNTB;None;NULL;22.03.2017;13:05;SU1563;Own;MOSCOW;38;7
GERMANOVICH;OLEG LVOV;Male;09.03.1994;6 278 315 323;NULL;None;NULL;21.01.2017;13:10;SU4602;Operated;VLADIVOSTOK;22;7
IVANOVICH;IGOR GUSHCHIN;Male;30.07.1991;6 646 444 321;NULL;2460000000000000;Transit;06.05.2017;13:25;SU1731;Own;MOSCOW;25;7
SVIATOSLAVOVNA;ALIIA KORNEEVA;Female;04.06.1975;6 008 295 373;NULL;None;Transit;05.08.2017;21:25;SU1530;Own;TOMSK;42;7
IVANOVICH;IGOR GUSHCHIN;Male;30.07.1991;6 646 444 321;NULL;6970000000000000;Transit;19.06.2017;0:10;SU1478;Own;ABAKAN;25;7
IVANOVICH;IGOR GUSHCHIN;Male;30.07.1991;6 646 444 321;NULL;None;Registered;21.02.2017;13:10;SU4602;Operated;VLADIVOSTOK;25;7
GERMANOVICH;OLEG LVOV;Male;09.03.1994;6 278 315 323;ORSZFO;None;NULL;23.02.2017;14:20;SU4605;Operated;OKHA;22;7
G;OLEG LVOV;Male;09.03.1994;6 278 315 323;XETDME;None;NULL;09.06.2017;14:30;SU6290;Own;MOSCOW;23;7
G;OLEG LVOV;Male;09.03.1994;6 278 315 323;CKZZSG;6830000000000000;Registered;04.03.2017;12:10;SU4606;Operated;KHABAROVSK;22;7
GERMANOVICH;OLEG LVOV;Male;09.03.1994;6 278 315 323;NULL;None;Registered;15.03.2017;10:55;SU5612;Own;MAGADAN;23;7
I;IGOR GUSHCHIN;Male;30.07.1991;6 646 444 321;OEYHVX;2700000000000000;Registered;05.07.2017;9:55;SU1479;Own;MOSCOW;25;7
IVANOVICH;IGOR GUSHCHIN;Male;30.07.1991;6 646 444 321;MNHLTR;6650000000000000;Delayed;08.08.2017;9:55;SU1479;Own;MOSCOW;26;7
RADMIROVICH;ROMAN KRIUCHKOV;Male;01.05.1984;5 267 707 403;NULL;None;Transit;24.04.2017;10:50;SU1277;Own;MOSCOW;32;7
R;ROMAN KRIUCHKOV;Male;01.05.1984;5 267 707 403;NULL;3350000000000000;Transit;19.02.2017;17:25;SU1105;Own;MOSCOW;32;7
DAMIROVNA;POLINA SHCHERBAKOVA;Female;05.02.1983;6 145 646 202;XOQZDX;None;Delayed;17.10.2017;19:45;SU5622;Own;YUZHNO;34;7
DAMIROVNA;POLINA SHCHERBAKOVA;Female;05.02.1983;6 145 646 202;NULL;6770000000000000;Transit;24.03.2017;2:50;SU1251;Own;MOSCOW;34;7
GRIGOREVICH;AMIR KULIKOV;Male;04.05.1997;2 979 656 519;NULL;None;Registered;12.10.2017;8:40;SU1320;Own;MURMANSK;20;7
MAKSIMOVICH;ALEKSANDR MERKULOV;Male;06.11.1994;5 086 533 983;NULL;6420000000000000;Delayed;02.04.2017;0:10;SU5619;Own;VLADIVOSTOK;22;7
NIKITICH;EMIL TUMANOV;Male;22.03.1976;172 598 456;NULL;4140000000000000;Registered;04.03.2017;21:05;SU1355;Own;MOSCOW;40;7
N;EMIL TUMANOV;Male;22.03.1976;172 598 456;NULL;None;Registered;15.04.2017;14:45;SU1192;Own;KAZAN;41;7
N;EMIL TUMANOV;Male;22.03.1976;172 598 456;CHRXPG;7930000000000000;Transit;03.08.2017;14:40;SU1713;Own;MOSCOW;41;7
M;ALEKSANDR MERKULOV;Male;06.11.1994;5 086 533 983;XQYSCA;9950000000000000;Registered;03.08.2017;11:30;SU6288;Own;MOSCOW;22;7
MAKSIMOVICH;ALEKSANDR MERKULOV;Male;06.11.1994;5 086 533 983;NULL;None;NULL;02.06.2017;12:10;SU4606;Operated;KHABAROVSK;22;7
MIROSLAVOVNA;MILANA MURAVEVA;Female;26.10.1998;1 852 416 363;JLSMFI;8710000000000000;Transit;31.05.2017;13:50;SU4606;Operated;OKHA;18;7
MAKSIMOVICH;ALEKSANDR MERKULOV;Male;06.11.1994;5 086 533 983;PHHDMA;None;Transit;27.04.2017;5:40;SU5618;Own;KHABAROVSK;22;7
TIMOFEEVNA;ALLA RYZHOVA;Female;31.07.1972;3 812 833 643;CJFLJQ;3360000000000000;Registered;20.03.2017;9:50;SU1139;Own;MOSCOW;44;7
R;ARTUR NIKITIN;Male;23.05.1971;8 382 200 156;NULL;5070000000000000;Delayed;16.11.2017;11:30;SU6288;Own;MOSCOW;46;7
RADMIROVICH;ARTUR NIKITIN;Male;23.05.1971;8 382 200 156;LBUIGV;None;Registered;20.06.2017;7:45;SU1390;Own;SYKTYVKAR;46;7
R;ARTUR NIKITIN;Male;23.05.1971;8 382 200 156;NULL;6980000000000000;Transit;04.08.2017;19:35;SU1127;Own;MOSCOW;46;7
RADMIROVICH;ARTUR NIKITIN;Male;23.05.1971;8 382 200 156;NULL;None;Delayed;18.11.2017;17:05;SU1194;Own;KAZAN;46;7
R;ARTUR NIKITIN;Male;23.05.1971;8 382 200 156;SGMDXN;9060000000000000;Registered;15.08.2017;13:45;SU1142;Own;ANAPA;46;7
R;ARTUR NIKITIN;Male;23.05.1971;8 382 200 156;WKUYGR;6690000000000000;Delayed;25.08.2017;11:35;SU1547;Own;MOSCOW;46;7
R;ARTUR NIKITIN;Male;23.05.1971;8 382 200 156;NULL;None;NULL;20.12.2017;10:50;SU1277;Own;MOSCOW;46;7
STANISLAVOVNA;NINA CHERNAIA;Female;13.10.1998;2 891 552 081;NXPSIT;7430000000000000;Registered;19.04.2017;14:00;SU1643;Own;MOSCOW;18;7
S;NINA CHERNAIA;Female;13.10.1998;2 891 552 081;GAIQRR;None;Delayed;05.04.2017;19:55;SU1007;Own;MOSCOW;18;7
STANISLAVOVNA;NINA CHERNAIA;Female;13.10.1998;2 891 552 081;DPXDXX;2650000000000000;Registered;06.01.2017;21:25;SU1530;Own;TOMSK;18;7
S;NINA CHERNAIA;Female;13.10.1998;2 891 552 081;XUMGVU;5270000000000000;Delayed;04.02.2017;10:40;SU1537;Own;MOSCOW;18;7
STANISLAVOVNA;NINA CHERNAIA;Female;13.10.1998;2 891 552 081;NULL;4350000000000000;Delayed;15.04.2017;14:20;SU1174;Own;ASTRAKHAN;18;7
S;NINA CHERNAIA;Female;13.10.1998;2 891 552 081;GARBGI;5290000000000000;Transit;04.01.2017;19:15;SU1233;Own;MOSCOW;18;7
STANISLAVOVNA;NINA CHERNAIA;Female;13.10.1998;2 891 552 081;JFJHGD;None;Registered;27.03.2017;9:30;SU1002;Own;KALININGRAD;18;7
VLADISLAVOVNA;ANZHELIKA PROKOFEVA;Female;28.10.1976;5 364 593 635;NULL;550000000000000;Transit;11.04.2017;14:20;SU4605;Operated;OKHA;40;7
IVANOVNA;MILANA MARKELOVA;Female;05.12.1977;1 429 028 108;ALZWSF;3770000000000000;Transit;04.05.2017;14:20;SU1464;Own;SARANSK;39;7
I;MILANA MARKELOVA;Female;05.12.1977;1 429 028 108;JDARRB;None;NULL;19.05.2017;10:15;SU1307;Own;MOSCOW;39;7
IVANOVNA;MILANA MARKELOVA;Female;05.12.1977;1 429 028 108;ROAGCN;None;Registered;29.04.2017;16:00;SU1005;Own;MOSCOW;39;7
V;ANZHELIKA PROKOFEVA;Female;28.10.1976;5 364 593 635;NULL;None;Registered;27.03.2017;13:05;SU4600;Operated;KHABAROVSK;40;7
NIKITICH;EMIL TUMANOV;Male;22.03.1976;172 598 456;NULL;None;Registered;07.06.2017;0:05;SU1306;Own;NOVOSIBIRSK;41;7
E;ROSTISLAV USPENSKII;Male;01.09.1972;6 313 373 895;JEYLSX;6940000000000000;Delayed;23.08.2017;11:45;SU6284;Own;MOSCOW;44;7
V;ANZHELIKA PROKOFEVA;Female;28.10.1976;5 364 593 635;ILYJNT;None;NULL;18.01.2017;13:05;SU4600;Operated;KHABAROVSK;40;7
EDUARDOVICH;ROSTISLAV USPENSKII;Male;01.09.1972;6 313 373 895;NULL;None;Delayed;02.10.2017;8:10;SU1438;Own;UFA;45;7
BORISOVICH;RODION PETROV;Male;01.05.1997;4 613 553 723;NULL;5540000000000000;Transit;12.06.2017;9:00;SU1332;Own;ARKHANGELSK;20;7
NAZAROVICH;DAMIR LAPSHIN;Male;28.02.1977;8 440 595 568;SNMZRS;1910000000000000;Transit;11.06.2017;15:30;SU1419;Own;MOSCOW;40;7
NAZAROVICH;DAMIR LAPSHIN;Male;28.02.1977;8 440 595 568;QYJKVA;None;NULL;13.03.2017;11:30;SU6288;Own;MOSCOW;40;7
N;EMIL TUMANOV;Male;22.03.1976;172 598 456;MTBUQS;5440000000000000;Registered;25.06.2017;12:10;SU4606;Operated;KHABAROVSK;41;7
N;EMIL TUMANOV;Male;22.03.1976;172 598 456;GRIFFR;7380000000000000;Delayed;14.04.2017;9:50;SU1139;Own;MOSCOW;41;7
M;ALEKSANDR MERKULOV;Male;06.11.1994;5 086 533 983;HHCAZQ;None;NULL;10.02.2017;0:05;SU1306;Own;NOVOSIBIRSK;22;7
M;ALEKSANDR MERKULOV;Male;06.11.1994;5 086 533 983;SADJAF;4710000000000000;Delayed;25.03.2017;22:55;SU5643;Own;KHABAROVSK;22;7
LEONIDOVNA;MARIANA ORLOVA;Female;05.07.1983;2 498 642 182;NULL;None;Transit;02.11.2017;19:45;SU1702;Own;VLADIVOSTOK;34;7
ANTONOVICH;SAVELII NIKIFOROV;Male;05.12.1997;3 087 004 507;NULL;8440000000000000;Transit;14.09.2017;0:20;SU1536;Own;TOMSK;19;7
A;SAVELII NIKIFOROV;Male;05.12.1997;3 087 004 507;NULL;None;Registered;11.10.2017;10:40;SU1537;Own;MOSCOW;19;7
A;SAVELII NIKIFOROV;Male;05.12.1997;3 087 004 507;KZISXH;7140000000000000;Transit;05.05.2017;20:15;SU1394;Own;PERM;19;7
A;SAVELII NIKIFOROV;Male;05.12.1997;3 087 004 507;NULL;6270000000000000;Transit;27.04.2017;13:55;SU1413;Own;MOSCOW;19;7
A;SAVELII NIKIFOROV;Male;05.12.1997;3 087 004 507;NULL;2130000000000000;Transit;15.10.2017;0:20;SU1234;Own;UFA;19;7
ANTONOVICH;SAVELII NIKIFOROV;Male;05.12.1997;3 087 004 507;IYLGDD;None;NULL;04.01.2017;22:05;SU1056;Own;MOSCOW;19;7
A;SAVELII NIKIFOROV;Male;05.12.1997;3 087 004 507;NULL;5210000000000000;Registered;21.11.2017;23:10;SU1261;Own;MOSCOW;19;7
VIKTOROVICH;ROBERT KULAGIN;Male;21.12.1993;9 129 566;NAYHIQ;None;Transit;02.05.2017;9:55;SU1479;Own;MOSCOW;23;7
V;ROBERT KULAGIN;Male;21.12.1993;9 129 566;ARWTPI;None;Registered;27.04.2017;0:10;SU1478;Own;ABAKAN;23;7
V;ROBERT KULAGIN;Male;21.12.1993;9 129 566;NULL;None;Registered;04.04.2017;0:35;SU1424;Own;CHELYABINSK;23;7
VIKTOROVICH;ROBERT KULAGIN;Male;21.12.1993;9 129 566;ANOPQJ;None;NULL;27.12.2017;6:05;SU1353;Own;MOSCOW;24;7
VIKTOROVICH;ROBERT KULAGIN;Male;21.12.1993;9 129 566;UOOLFE;None;Registered;27.05.2017;1:40;SU1108;Own;KRASNODAR;23;7
VIKTOROVICH;ROBERT KULAGIN;Male;21.12.1993;9 129 566;FMTQTZ;None;Delayed;08.03.2017;18:05;SU1213;Own;MOSCOW;23;7
V;ROBERT KULAGIN;Male;21.12.1993;9 129 566;NULL;None;NULL;06.01.2017;22:05;SU1056;Own;MOSCOW;23;7
EDUARDOVICH;ROSTISLAV USPENSKII;Male;01.09.1972;6 313 373 895;YLNNGP;None;Registered;29.04.2017;16:00;SU1157;Own;MOSCOW;44;7
EDUARDOVICH;ROSTISLAV USPENSKII;Male;01.09.1972;6 313 373 895;AQOFQK;None;Transit;14.01.2017;15:50;SU5613;Own;KHABAROVSK;44;7
EDUARDOVICH;ROSTISLAV USPENSKII;Male;01.09.1972;6 313 373 895;JYZPRB;None;Registered;01.07.2017;23:10;SU5641;Own;KHABAROVSK;44;7
E;ROSTISLAV USPENSKII;Male;01.09.1972;6 313 373 895;NULL;248000000000000;Delayed;16.06.2017;0:15;SU1482;Own;KRASNOYARSK;44;7
EDUARDOVICH;ROSTISLAV USPENSKII;Male;01.09.1972;6 313 373 895;RQNOFM;515000000000000;Transit;18.08.2017;9:50;SU5620;Own;YUZHNO;44;7
V;ANZHELIKA PROKOFEVA;Female;28.10.1976;5 364 593 635;ETAZZT;8760000000000000;Transit;13.04.2017;12:10;SU4606;Operated;KHABAROVSK;40;7
VLADISLAVOVNA;ANZHELIKA PROKOFEVA;Female;28.10.1976;5 364 593 635;ZEKENP;8320000000000000;Transit;23.02.2017;13:50;SU4606;Operated;OKHA;40;7
B;RODION PETROV;Male;01.05.1997;4 613 553 723;SYCJUG;None;NULL;09.10.2017;8:00;SU5603;Own;VLADIVOSTOK;20;7
M;MILANA MURAVEVA;Female;26.10.1998;1 852 416 363;NULL;None;NULL;02.03.2017;14:50;SU1058;Own;MAKHACHKALA;18;7
I;MATVEI KULAGIN;Male;07.06.1994;8 237 717 644;NULL;None;Transit;01.05.2017;12:30;SU5606;Own;YUZHNO;22;7
I;MATVEI KULAGIN;Male;07.06.1994;8 237 717 644;NULL;None;Registered;20.03.2017;8:00;SU5603;Own;VLADIVOSTOK;22;7
I;MATVEI KULAGIN;Male;07.06.1994;8 237 717 644;XBGCNN;778000000000000;NULL;04.05.2017;10:55;SU4131;Operated;VLADIVOSTOK;22;7
ILDAROVICH;MATVEI KULAGIN;Male;07.06.1994;8 237 717 644;NULL;3050000000000000;Transit;25.02.2017;8:05;SU5621;Own;KHABAROVSK;22;7
I;MATVEI KULAGIN;Male;07.06.1994;8 237 717 644;LFWCLV;7260000000000000;Transit;16.01.2017;17:40;SU6281;Own;VLADIVOSTOK;22;7
ILICH;PETR KRIUCHKOV;Male;30.11.1985;1 960 462 187;NULL;None;Registered;24.09.2017;21:50;SU6182;Own;MOSCOW;31;7
E;ALEKSEI IUDIN;Male;14.10.1978;499 893 195;MXCCCQ;1280000000000000;NULL;23.01.2017;18:30;SU6289;Own;MAGADAN;38;7
EVGENEVICH;ALEKSEI IUDIN;Male;14.10.1978;499 893 195;NULL;None;NULL;06.03.2017;13:10;SU4602;Operated;VLADIVOSTOK;38;7
E;ALEKSEI IUDIN;Male;14.10.1978;499 893 195;NULL;None;NULL;08.01.2017;21:35;SU1215;Own;MOSCOW;38;7
E;ALEKSEI IUDIN;Male;14.10.1978;499 893 195;RQLYHR;7460000000000000;Delayed;21.03.2017;7:30;SU5614;Own;PETROPAVLOVSK;38;7
E;ALEKSEI IUDIN;Male;14.10.1978;499 893 195;UQNNDU;2300000000000000;Delayed;01.03.2017;10:20;SU4601;Operated;KOMSOMOLSK;38;7
E;ALEKSEI IUDIN;Male;14.10.1978;499 893 195;XHYWDT;None;Registered;26.01.2017;15:50;SU5613;Own;KHABAROVSK;38;7
EVGENEVICH;ALEKSEI IUDIN;Male;14.10.1978;499 893 195;EJOMMC;None;Registered;19.05.2017;14:40;SU1126;Own;SOCHI;38;7
A;LIANA KRIUKOVA;Female;29.06.2000;6 123 076 069;NULL;None;Transit;08.06.2017;4:25;SU1503;Own;MOSCOW;16;7
D;GLEB KRYLOV;Male;06.04.1981;9 113 114 532;GHGDNZ;None;NULL;22.01.2017;2:50;SU1251;Own;NIZHNEKAMSK;35;7
D;GLEB KRYLOV;Male;06.04.1981;9 113 114 532;NULL;1020000000000000;Delayed;20.01.2017;17:20;SU1521;Own;MOSCOW;35;7
DEMIDOVICH;GLEB KRYLOV;Male;06.04.1981;9 113 114 532;NULL;None;Transit;05.08.2017;6:00;SU1173;Own;MOSCOW;36;7
DEMIDOVICH;GLEB KRYLOV;Male;06.04.1981;9 113 114 532;NULL;2560000000000000;NULL;30.10.2017;18:20;SU1183;Own;MOSCOW;36;7
A;LIANA KRIUKOVA;Female;29.06.2000;6 123 076 069;EYPMGT;None;Delayed;06.03.2017;23:10;SU1261;Own;MOSCOW;16;7
A;LIANA KRIUKOVA;Female;29.06.2000;6 123 076 069;NULL;None;Transit;30.05.2017;8:20;SU1500;Own;TYUMEN;16;7
ARSENEVNA;LIANA KRIUKOVA;Female;29.06.2000;6 123 076 069;TDHEXJ;None;NULL;06.11.2017;9:50;SU5620;Own;YUZHNO;17;7
A;LIANA KRIUKOVA;Female;29.06.2000;6 123 076 069;NULL;None;Delayed;02.02.2017;0:05;SU1334;Own;ARKHANGELSK;16;7
ARSENEVNA;LIANA KRIUKOVA;Female;29.06.2000;6 123 076 069;LPAHDD;None;NULL;28.08.2017;15:10;SU6291;Own;VLADIVOSTOK;17;7
A;LIANA KRIUKOVA;Female;29.06.2000;6 123 076 069;NULL;None;Registered;16.09.2017;14:20;SU4605;Operated;OKHA;17;7
S;DIANA KULAKOVA;Female;19.11.1995;8 037 810 381;YUESAV;711000000000000;Delayed;18.05.2017;2:55;SU1373;Own;MOSCOW;21;7
S;DIANA KULAKOVA;Female;19.11.1995;8 037 810 381;NULL;3340000000000000;Transit;05.08.2017;17:30;SU1186;Own;VOLGOGRAD;21;7
ILDAROVICH;MATVEI KULAGIN;Male;07.06.1994;8 237 717 644;AWVTYG;None;NULL;31.01.2017;7:05;SU4130;Operated;YUZHNO;22;7
MIROSLAVOVNA;MILANA MURAVEVA;Female;26.10.1998;1 852 416 363;NULL;3810000000000000;Delayed;28.02.2017;21:35;SU1487;Own;MOSCOW;18;7
M;MILANA MURAVEVA;Female;26.10.1998;1 852 416 363;NULL;None;Delayed;10.07.2017;19:45;SU5622;Own;YUZHNO;18;7
IVANOVNA;MILANA MARKELOVA;Female;05.12.1977;1 429 028 108;NULL;1110000000000000;Delayed;01.02.2017;0:10;SU5619;Own;VLADIVOSTOK;39;7
MIROSLAVOVNA;MILANA MURAVEVA;Female;26.10.1998;1 852 416 363;SJXKTL;None;Transit;04.04.2017;8:25;SU1052;Own;MOSCOW;18;7
IVANOVNA;MILANA MARKELOVA;Female;05.12.1977;1 429 028 108;VREGSV;2030000000000000;Delayed;08.01.2017;13:05;SU4600;Operated;KHABAROVSK;39;7
I;MILANA MARKELOVA;Female;05.12.1977;1 429 028 108;NULL;793000000000000;Registered;27.02.2017;9:20;SU1701;Own;MOSCOW;39;7
IVANOVNA;MILANA MARKELOVA;Female;05.12.1977;1 429 028 108;NULL;None;Delayed;08.04.2017;6:15;SU1000;Own;KALININGRAD;39;7
V;ANZHELIKA PROKOFEVA;Female;28.10.1976;5 364 593 635;JUHCMI;None;NULL;09.10.2017;11:10;SU5605;Own;VLADIVOSTOK;40;7
VLADISLAVOVNA;ANZHELIKA PROKOFEVA;Female;28.10.1976;5 364 593 635;DBYHNC;None;NULL;25.09.2017;14:00;SU5628;Own;YUZHNO;40;7
I;ANDREI MIKHAILOV;Male;28.05.1977;253 324 936;NULL;1050000000000000;NULL;04.03.2017;10:00;SU6177;Own;KRASNODAR;39;7
IAROSLAVOVICH;ANDREI MIKHAILOV;Male;28.05.1977;253 324 936;RUGVTW;None;Transit;28.02.2017;5:55;SU1270;Own;KAZAN;39;7
I;ANDREI MIKHAILOV;Male;28.05.1977;253 324 936;DJAUFZ;3020000000000000;Delayed;19.05.2017;14:00;SU1643;Own;MOSCOW;39;7
I;ANDREI MIKHAILOV;Male;28.05.1977;253 324 936;QXFZXJ;None;NULL;12.05.2017;14:20;SU1174;Own;ASTRAKHAN;39;7
I;ANDREI MIKHAILOV;Male;28.05.1977;253 324 936;QLRZTX;None;Registered;11.04.2017;9:50;SU1285;Own;MOSCOW;39;7
I;ANDREI MIKHAILOV;Male;28.05.1977;253 324 936;TTGVMZ;6800000000000000;Registered;05.01.2017;16:35;SU1440;Own;IRKUTSK;39;7
IAROSLAVOVICH;ANDREI MIKHAILOV;Male;28.05.1977;253 324 936;NULL;2010000000000000;Transit;17.01.2017;13:05;SU1563;Own;MOSCOW;39;7
ILICH;PETR KRIUCHKOV;Male;30.11.1985;1 960 462 187;BOSKJX;None;Transit;17.07.2017;14:30;SU1501;Own;MOSCOW;31;7
ILICH;PETR KRIUCHKOV;Male;30.11.1985;1 960 462 187;NULL;None;Registered;06.03.2017;16:00;SU1005;Own;MOSCOW;31;7
ILICH;PETR KRIUCHKOV;Male;30.11.1985;1 960 462 187;NULL;None;NULL;20.08.2017;21:25;SU1322;Own;MURMANSK;31;7
ILICH;PETR KRIUCHKOV;Male;30.11.1985;1 960 462 187;DAZUBD;6830000000000000;NULL;24.03.2017;9:40;SU1520;Own;NOVYJ URENGOJ;31;7
ILICH;PETR KRIUCHKOV;Male;30.11.1985;1 960 462 187;OGYKIZ;2560000000000000;NULL;18.02.2017;6:15;SU1000;Own;KALININGRAD;31;7
I;PETR KRIUCHKOV;Male;30.11.1985;1 960 462 187;GJQCAW;None;Registered;05.05.2017;9:35;SU1523;Own;MOSCOW;31;7
T;ALLA RYZHOVA;Female;31.07.1972;3 812 833 643;NULL;None;Transit;02.01.2017;15:35;SU6283;Own;YUZHNO;44;7
T;ALLA RYZHOVA;Female;31.07.1972;3 812 833 643;EZLYQA;None;NULL;01.06.2017;17:00;SU1492;Own;MURMANSK;44;7
TIMOFEEVNA;ALLA RYZHOVA;Female;31.07.1972;3 812 833 643;XVSQXY;1160000000000000;Delayed;25.01.2017;8:05;SU5621;Own;KHABAROVSK;44;7
T;ALLA RYZHOVA;Female;31.07.1972;3 812 833 643;VGANWF;None;Transit;15.08.2017;12:50;SU1004;Own;KALININGRAD;45;7
MIROSLAVOVNA;MILANA MURAVEVA;Female;26.10.1998;1 852 416 363;NULL;433000000000000;Registered;18.05.2017;20:50;SU1712;Own;KHABAROVSK;18;7
T;ALLA RYZHOVA;Female;31.07.1972;3 812 833 643;URAABL;None;Delayed;25.06.2017;10:05;SU1357;Own;MOSCOW;44;7
T;ALLA RYZHOVA;Female;31.07.1972;3 812 833 643;NULL;2960000000000000;Transit;20.06.2017;6:05;SU1356;Own;SARATOV;44;7
NIKITICH;EMIL TUMANOV;Male;22.03.1976;172 598 456;NULL;None;Transit;10.05.2017;10:50;SU1277;Own;MOSCOW;41;7
M;MILANA MURAVEVA;Female;26.10.1998;1 852 416 363;SGVPVC;None;Transit;09.06.2017;12:10;SU4606;Operated;KHABAROVSK;18;7
B;RODION PETROV;Male;01.05.1997;4 613 553 723;NULL;None;NULL;14.02.2017;14:00;SU1703;Own;MOSCOW;19;7
B;RODION PETROV;Male;01.05.1997;4 613 553 723;UTHCST;2620000000000000;Transit;07.09.2017;13:05;SU4600;Operated;KHABAROVSK;20;7
G;AMIR KULIKOV;Male;04.05.1997;2 979 656 519;NULL;None;Registered;11.12.2017;12:20;SU1053;Own;MOSCOW;20;7
DANILOVICH;MIKHAIL BELIAEV;Male;28.12.1989;9 713 747 574;NULL;9710000000000000;Delayed;13.02.2017;22:45;SU1427;Own;MOSCOW;27;7
DANILOVICH;MIKHAIL BELIAEV;Male;28.12.1989;9 713 747 574;GCOIWT;None;Delayed;18.05.2017;17:00;SU1204;Own;PERM;27;7
